,Title,Episode,Line
527,Test x Of x Tests.,2,A Magical Beast?
528,Test x Of x Tests.,2,"A Transforming Magical Beast, the Kiriko!"
529,Test x Of x Tests.,2,They can take human form!
530,Test x Of x Tests.,2,That's an extremely intelligent creature!
531,Test x Of x Tests.,2,There's a woman in his arms!
532,Test x Of x Tests.,2,And the guy on the floor \Nneeds medical attention...
533,Test x Of x Tests.,2,P-Please...
534,Test x Of x Tests.,2,Please save my wife...
535,Test x Of x Tests.,2,"Leorio, we'll leave the injured man to you!"
536,Test x Of x Tests.,2,Got it!
537,Test x Of x Tests.,2,"He can follow that faint shadow, \Neven through this dark forest."
538,Test x Of x Tests.,2,Impressive.
539,Test x Of x Tests.,2,Kiriko! Let her go!
540,Test x Of x Tests.,2,"Take her from me, if you can!"
541,Test x Of x Tests.,2,Wow! He can talk!
542,Test x Of x Tests.,2,"That Magical Beast, \Nthe Kiriko, uses human speech."
543,Test x Of x Tests.,2,Oh. That makes this a lot easier!
544,Test x Of x Tests.,2,Hey! Silly Kiriko!
545,Test x Of x Tests.,2,What?
546,Test x Of x Tests.,2,H-He's fast!
547,Test x Of x Tests.,2,Kurapika!
548,Test x Of x Tests.,2,He's so reckless...
549,Test x Of x Tests.,2,Stupid kid.
550,Test x Of x Tests.,2,You'll pay for this!
551,Test x Of x Tests.,2,Wait!
552,Test x Of x Tests.,2,Are you okay?
553,Test x Of x Tests.,2,Are you injured anywhere?
554,Test x Of x Tests.,2,I'm okay.
555,Test x Of x Tests.,2,What about my husband?
556,Test x Of x Tests.,2,How is he?
557,Test x Of x Tests.,2,Don't worry.
558,Test x Of x Tests.,2,Our friend is taking care of him.
559,Test x Of x Tests.,2,Please take me to my husband!
560,Test x Of x Tests.,2,Those tattoos...
561,Test x Of x Tests.,2,You're...
562,Test x Of x Tests.,2,Kurapika!
563,Test x Of x Tests.,2,You okay?
564,Test x Of x Tests.,2,Leorio?
565,Test x Of x Tests.,2,Whew... Guess you guys are all right.
566,Test x Of x Tests.,2,How is that man?
567,Test x Of x Tests.,2,"Yeah, no worries."
568,Test x Of x Tests.,2,The wound wasn't as deep as it looked.
569,Test x Of x Tests.,2,"I gave him some painkillers, \Nand he's sound asleep in the cabin."
570,Test x Of x Tests.,2,I see...
571,Test x Of x Tests.,2,How did you know?
572,Test x Of x Tests.,2,How did you know I was an impostor?
573,Test x Of x Tests.,2,I didn't think that you were.
574,Test x Of x Tests.,2,"I told Leorio to take care of the \Ninjured man, and he consented."
575,Test x Of x Tests.,2,"Given the Magical Beast is still on the loose,"
576,Test x Of x Tests.,2,I attacked you for foolishly leaving \Nan injured man on his own.
577,Test x Of x Tests.,2,That's all.
578,Test x Of x Tests.,2,Now I need you to answer my question.
579,Test x Of x Tests.,2,Who are you?
580,Test x Of x Tests.,2,Wait!
581,Test x Of x Tests.,2,"For a kid, you're pretty quick."
582,Test x Of x Tests.,2,Didn't expect you'd land a blow on me.
583,Test x Of x Tests.,2,You're about to discover the high price that accomplishment came with!
584,Test x Of x Tests.,2,Who are you?
585,Test x Of x Tests.,2,You aren't the one I hit.
586,Test x Of x Tests.,2,Are you his friend?
587,Test x Of x Tests.,2,How can you tell that I'm not the same one?
588,Test x Of x Tests.,2,Huh?
589,Test x Of x Tests.,2,Your face is completely different.
590,Test x Of x Tests.,2,And your voice is a little higher and thinner.
591,Test x Of x Tests.,2,What?
592,Test x Of x Tests.,2,Did I say something funny?
593,Test x Of x Tests.,2,"Hey, sweetheart!"
594,Test x Of x Tests.,2,Come out here!
595,Test x Of x Tests.,2,You're gonna love this!
596,Test x Of x Tests.,2,Hmm...
597,Test x Of x Tests.,2,How many years has it been since someone \Nwas able to tell us apart?
598,Test x Of x Tests.,2,I'm ecstatic!
599,Test x Of x Tests.,2,Can you tell their faces and \Nvoices are different?
600,Test x Of x Tests.,2,"No, not at all..."
601,Test x Of x Tests.,2,"You see, the one Kurapika and I \Nbeat up is the husband."
602,Test x Of x Tests.,2,Which one are you talking about?
603,Test x Of x Tests.,2,Allow us to introduce ourselves.
604,Test x Of x Tests.,2,We are the Navigators.
605,Test x Of x Tests.,2,Our family provides support \Nfor the Hunter Exam.
606,Test x Of x Tests.,2,I'm their daughter!
607,Test x Of x Tests.,2,I'm their son!
608,Test x Of x Tests.,2,"Man, you had us fooled."
609,Test x Of x Tests.,2,The Hunter Exam changes site every year.
610,Test x Of x Tests.,2,It's quite difficult to locate it.
611,Test x Of x Tests.,2,So we Navigators help by guiding \Nthe applicants to the site.
612,Test x Of x Tests.,2,"Oh, that's how it works."
613,Test x Of x Tests.,2,But we don't help every candidate.
614,Test x Of x Tests.,2,We test applicants to see if they're qualified to take the exam.
615,Test x Of x Tests.,2,Kurapika-dono.
616,Test x Of x Tests.,2,Yes.
617,Test x Of x Tests.,2,You successfully used the most vague of hints to determine that we weren't spouses.
618,Test x Of x Tests.,2,"The hint was these tattoos \Nwhich, in this region, mark a woman as single for life."
619,Test x Of x Tests.,2,Kurapika-dono demonstrated that \Nhe is very knowledgeable.
620,Test x Of x Tests.,2,"Therefore, he passes."
621,Test x Of x Tests.,2,"Way to go, Kurapika."
622,Test x Of x Tests.,2,Thanks.
623,Test x Of x Tests.,2,Leorio-dono.
624,Test x Of x Tests.,2,Yeah...
625,Test x Of x Tests.,2,You never realized my true identity.
626,Test x Of x Tests.,2,"However, you dressed my injuries faster and more thoroughly than any doctor."
627,Test x Of x Tests.,2,"Most importantly, you continued \Nto reassure me that my wife was safe."
628,Test x Of x Tests.,2,S-Stop it...
629,Test x Of x Tests.,2,It's embarrassing...
630,Test x Of x Tests.,2,Your kindness makes you worthy \Nto take the Hunter Exam.
631,Test x Of x Tests.,2,"Thus, you pass."
632,Test x Of x Tests.,2,R-Really?
633,Test x Of x Tests.,2,Thank goodness...
634,Test x Of x Tests.,2,You did it!
635,Test x Of x Tests.,2,"And finally, Gon-dono."
636,Test x Of x Tests.,2,Yes!
637,Test x Of x Tests.,2,Your superhuman physical ability \Nand powers of observation make you worthy to take the Hunter Exam.
638,Test x Of x Tests.,2,You pass.
639,Test x Of x Tests.,2,We will now take you to the exam site.
640,Test x Of x Tests.,2,Isn't it great that we all passed?
641,Test x Of x Tests.,2,It's too early to celebrate.
642,Test x Of x Tests.,2,We've merely earned the right \Nto take the real exam.
643,Test x Of x Tests.,2,What's wrong with celebrating a little?
644,Test x Of x Tests.,2,We're making progress.
645,Test x Of x Tests.,2,"Honestly, you people really should think."
646,Test x Of x Tests.,2,Hey! Why must you be such a smart-ass?
647,Test x Of x Tests.,2,Stop moving around!
648,Test x Of x Tests.,2,"If you fall, blame yourself!"
649,Test x Of x Tests.,2,Gon and his friends enjoy a brief \Njourney through the sky.
650,Test x Of x Tests.,2,"However, they still haven't reached \Nthe starting line."
651,Test x Of x Tests.,2,Next time: Rivals x For x Survival.
652,Test x Of x Tests.,2,I'm going to do my best!
653,Rivals x For x Survival.,3,Fearsome monsters... Exotic creatures...
654,Rivals x For x Survival.,3,Vast riches... Hidden treasures...
655,Rivals x For x Survival.,3,Evil enclaves... Unexplored lands...
656,Rivals x For x Survival.,3,"The word ""unknown"" holds magic."
657,Rivals x For x Survival.,3,And some incredible people are \Ndrawn to that magic.
658,Rivals x For x Survival.,3,They are known...
659,Rivals x For x Survival.,3,...as Hunters!
660,Rivals x For x Survival.,3,We will now take you to the exam site.
661,Rivals x For x Survival.,3,Isn't it great that we all passed?
662,Rivals x For x Survival.,3,It's too early to celebrate.
663,Rivals x For x Survival.,3,We've merely earned the right \Nto take the real exam.
664,Rivals x For x Survival.,3,What's wrong with celebrating a little?
665,Rivals x For x Survival.,3,We're making progress.
666,Rivals x For x Survival.,3,Rivals x For x Survival
667,Rivals x For x Survival.,3,Zaban City
668,Rivals x For x Survival.,3,"Gon and his new friends have arrived in Zaban City, site of the Hunter Exam, aided by the Kiriko Navigators."
669,Rivals x For x Survival.,3,"As Navigators, our job is to identify \Nworthy Hunter applicants and guide them to the exam site."
670,Rivals x For x Survival.,3,"In other words, it would be extremely \Ndifficult for someone to reach the site without a Navigator's help."
671,Rivals x For x Survival.,3,"Hey, wanna try one?"
672,Rivals x For x Survival.,3,It's Zaban's famous panda-frog-on-a-stick!
673,Rivals x For x Survival.,3,A true delicacy!
674,Rivals x For x Survival.,3,This brooch was excavated from \NZaban's underground palace.
675,Rivals x For x Survival.,3,I bet that it's a national treasure.
676,Rivals x For x Survival.,3,"You know, Zaban City is quite a shady place."
677,Rivals x For x Survival.,3,Prosperous cities tend to attract \Nall sorts of nasty types.
678,Rivals x For x Survival.,3,"What are you doing, Gon?"
679,Rivals x For x Survival.,3,We're going!
680,Rivals x For x Survival.,3,Yeah!
681,Rivals x For x Survival.,3,I believe that is the building.
682,Rivals x For x Survival.,3,Huh?
683,Rivals x For x Survival.,3,It's so tall!
684,Rivals x For x Survival.,3,They have a really nice building.
685,Rivals x For x Survival.,3,So this is the exam site...
686,Rivals x For x Survival.,3,This is what draws...
687,Rivals x For x Survival.,3,Hunter applicants from across the world.
688,Rivals x For x Survival.,3,My first shot at the Hunter Exam...
689,Rivals x For x Survival.,3,"Was this how Dad felt, when he first arrived?"
690,Rivals x For x Survival.,3,"Hey, guys!"
691,Rivals x For x Survival.,3,Hmm?
692,Rivals x For x Survival.,3,Over here.
693,Rivals x For x Survival.,3,What?
694,Rivals x For x Survival.,3,Here.
695,Rivals x For x Survival.,3,"Wait, this isn't funny."
696,Rivals x For x Survival.,3,Isn't that an ordinary restaurant?
697,Rivals x For x Survival.,3,You can't possibly mean that Hunter \Napplicants from around the world are meant to assemble here?
698,Rivals x For x Survival.,3,I do.
699,Rivals x For x Survival.,3,Huh?
700,Rivals x For x Survival.,3,"No one would ever expect the Hunter Exam, with its millions of candidates, \Nto be located here, right?"
701,Rivals x For x Survival.,3,That's true.
702,Rivals x For x Survival.,3,Welcome!
703,Rivals x For x Survival.,3,Is the back room open?
704,Rivals x For x Survival.,3,What will you have?
705,Rivals x For x Survival.,3,The steak combo that opens \Nyour eyes to the light.
706,Rivals x For x Survival.,3,For three.
707,Rivals x For x Survival.,3,For three...
708,Rivals x For x Survival.,3,How would you like them?
709,Rivals x For x Survival.,3,"Grilled over a low flame, until cooked."
710,Rivals x For x Survival.,3,Got it. Let yourself into the back room.
711,Rivals x For x Survival.,3,Wait here.
712,Rivals x For x Survival.,3,Wait?
713,Rivals x For x Survival.,3,Where are the others?
714,Rivals x For x Survival.,3,I can't wait for the steak combo.
715,Rivals x For x Survival.,3,"Gon, that was just the password \Nto get us inside."
716,Rivals x For x Survival.,3,"Oh, we don't get to eat?"
717,Rivals x For x Survival.,3,One in every ten thousand...
718,Rivals x For x Survival.,3,Hmm?
719,Rivals x For x Survival.,3,The number of applicants \Nwho make it this far.
720,Rivals x For x Survival.,3,You've done extremely well for first-timers.
721,Rivals x For x Survival.,3,"Well, good luck."
722,Rivals x For x Survival.,3,Thanks!
723,Rivals x For x Survival.,3,"I would be happy to serve as your \NNavigator next year, as well."
724,Rivals x For x Survival.,3,What?
725,Rivals x For x Survival.,3,It appears this room is an elevator.
726,Rivals x For x Survival.,3,Bastard...
727,Rivals x For x Survival.,3,That meant that he expects us \Nto fail this year.
728,Rivals x For x Survival.,3,Once every three years.
729,Rivals x For x Survival.,3,What's that?
730,Rivals x For x Survival.,3,The frequency with which a \Nrookie passes the exam.
731,Rivals x For x Survival.,3,Huh?
732,Rivals x For x Survival.,3,It's that unusual?
733,Rivals x For x Survival.,3,Some cannot endure the exam's physical and mental strain.
734,Rivals x For x Survival.,3,"It's also not unusual for veterans to break the rookies, \Nwho consequently never retake the test."
735,Rivals x For x Survival.,3,So I guess candidates are willing to risk \Neverything to become Hunters.
736,Rivals x For x Survival.,3,"But of course, my friend!"
737,Rivals x For x Survival.,3,Hunters make the most money in this world!
738,Rivals x For x Survival.,3,No!
739,Rivals x For x Survival.,3,Hunters are the most noble in this world.
740,Rivals x For x Survival.,3,Glory hog...
741,Rivals x For x Survival.,3,Money grubber!
742,Rivals x For x Survival.,3,Gon! Listen...
743,Rivals x For x Survival.,3,"Every year, over fifty Hunters make the list of the world's \Nhundred richest people!"
744,Rivals x For x Survival.,3,"Hunters are associated with \Nhunting wild game and treasure, but they are all second-rate."
745,Rivals x For x Survival.,3,True Hunters work to protect \Npeople and the natural order.
746,Rivals x For x Survival.,3,"Now, look here..."
747,Rivals x For x Survival.,3,"Once you're a Hunter, most countries \Nwill give you a free pass!"
748,Rivals x For x Survival.,3,And no charge to use public facilities.
749,Rivals x For x Survival.,3,How are those benefits?
750,Rivals x For x Survival.,3,"Hunters have many difficult and \Nimportant responsibilities, such as preserving cultural artifacts \Nand endangered species, as well as capturing wanted criminals \Nand unscrupulous Hunters."
751,Rivals x For x Survival.,3,The fame and money...
752,Rivals x For x Survival.,3,That's why people wish to become Hunters!
753,Rivals x For x Survival.,3,"Profound knowledge, a healthy mind and body, and unyielding conviction..."
754,Rivals x For x Survival.,3,Those are the qualities on which \NHunters pride themselves!
755,Rivals x For x Survival.,3,Gon! What do you think?
756,Rivals x For x Survival.,3,Which kind of Hunter do you \Nhope to become?!
757,Rivals x For x Survival.,3,"Well, when you put it that way..."
758,Rivals x For x Survival.,3,I think we've arrived.
759,Rivals x For x Survival.,3,We'll continue this later.
760,Rivals x For x Survival.,3,Strange atmosphere down here.
761,Rivals x For x Survival.,3,They clearly differ from the \NHunter applicants we saw at the port and in the city.
762,Rivals x For x Survival.,3,"Each is a master, in their own right..."
763,Rivals x For x Survival.,3,Excuse me...
764,Rivals x For x Survival.,3,Everyone's really tense.
