,Title,Episode,Line
18320,End x And x Beginning.,60,"\Ntransformed the item into a card, the fourth to find it will be \Nunable to change it into a card."
18321,End x And x Beginning.,60,In the second case...
18322,End x And x Beginning.,60,Huh?
18323,End x And x Beginning.,60,"If you don't place the card into \Nyour book within one minute, it will automatically revert to an item."
18324,End x And x Beginning.,60,"In this case, as well, you can never transform \Nthat item into a card again."
18325,End x And x Beginning.,60,Do you understand?
18326,End x And x Beginning.,60,"Yeah, kinda..."
18327,End x And x Beginning.,60,"Finally, the most important note..."
18328,End x And x Beginning.,60,I can't remember all of this...
18329,End x And x Beginning.,60,"If a player dies, their book and ring are destroyed"
18330,End x And x Beginning.,60,\Nand the book's contents are lost.
18331,End x And x Beginning.,60,Does it matter anymore if you're dead?
18332,End x And x Beginning.,60,That concludes my explanation.
18333,End x And x Beginning.,60,You'll need to learn everything else
18334,End x And x Beginning.,60,\Nabout the game by playing it.
18335,End x And x Beginning.,60,"Uh-huh, got it."
18336,End x And x Beginning.,60,Thanks.
18337,End x And x Beginning.,60,I wish you the best of luck.
18338,End x And x Beginning.,60,Please take those stairs.
18339,End x And x Beginning.,60,Loading save data.
18340,End x And x Beginning.,60,I have a message from Ging Freecss.
18341,End x And x Beginning.,60,From Ging?
18342,End x And x Beginning.,60,"I'm glad to see you've made it, Gon."
18343,End x And x Beginning.,60,My friends and I made this game.
18344,End x And x Beginning.,60,Enjoy yourself.
18345,End x And x Beginning.,60,"But if you expected a clue to my \Nlocation, you're out of luck."
18346,End x And x Beginning.,60,I just wanted to show \Noff this game to you.
18347,End x And x Beginning.,60,It doesn't matter what brought you here.
18348,End x And x Beginning.,60,Because you won't be able to leave
18349,End x And x Beginning.,60,\Nuntil you obtain a specific item.
18350,End x And x Beginning.,60,So play away.
18351,End x And x Beginning.,60,Gon has finally stepped foot inside
18352,End x And x Beginning.,60,Greed Island{\i0
18353,End x And x Beginning.,60,A new adventure is about to begin.
18354,End x And x Beginning.,60,G.I. Tutorial
18355,End x And x Beginning.,60,"Coming up, it's the \NGreed Island Tutorial!"
18356,End x And x Beginning.,60,"The descriptions on cards are written in the Hunter language, but we'll translate them into Japanese for your convenience."
18357,End x And x Beginning.,60,Rock \N\NA normal rock found \Non the ground. \NDoes decent damage \Nwhen thrown.
18358,End x And x Beginning.,60,Gain!
18359,End x And x Beginning.,60,G.I. Tutorial
18360,End x And x Beginning.,60,Continue!
18361,End x And x Beginning.,60,Next time: Invitation x and x Friend.
18362,End x And x Beginning.,60,"Thanks, Gon."
18363,End x And x Beginning.,60,"Thanks, Killua."
18364,End x And x Beginning.,60,"Thanks, Gon!"
18365,End x And x Beginning.,60,"Thanks, Killua!"
18366,End x And x Beginning.,60,You're embarrassing me!
18367,Invitation x and x Friend.,61,A field of green.
18368,Invitation x and x Friend.,61,Stretching as far as I can see...
18369,Invitation x and x Friend.,61,I'm being watched.
18370,Invitation x and x Friend.,61,Someone's out there...
18371,Invitation x and x Friend.,61,Invitation x And x Friend
18372,Invitation x and x Friend.,61,"Anyway, I have to wait for Killua."
18373,Invitation x and x Friend.,61,"Yo, sorry to make you wait."
18374,Invitation x and x Friend.,61,Do you feel something \Nconstantly watching us?
18375,Invitation x and x Friend.,61,"Yeah, eyes this persistent \Ncan only be a human's."
18376,Invitation x and x Friend.,61,So everyone's noticed.
18377,Invitation x and x Friend.,61,"Well, they can't be too good \Nif we can sense them from here."
18378,Invitation x and x Friend.,61,Just ignore it.
18379,Invitation x and x Friend.,61,We're being watched.
18380,Invitation x and x Friend.,61,Killua!
18381,Invitation x and x Friend.,61,Sorry.
18382,Invitation x and x Friend.,61,I don't see any nearby towns.
18383,Invitation x and x Friend.,61,"Yeah, but everyone headed \Nin the same directions."
18384,Invitation x and x Friend.,61,They either went this way or that way?
18385,Invitation x and x Friend.,61,Huh? How did you know?
18386,Invitation x and x Friend.,61,Because that's where we're \Nbeing watched from.
18387,Invitation x and x Friend.,61,But we still don't know \Nwhy they're watching us.
18388,Invitation x and x Friend.,61,True.
18389,Invitation x and x Friend.,61,"Well, let's go."
18390,Invitation x and x Friend.,61,"Regardless of who's watching, we should \Nstart by gathering information."
18391,Invitation x and x Friend.,61,"So, how did it go?"
18392,Invitation x and x Friend.,61,Hmm?
18393,Invitation x and x Friend.,61,Your save data.
18394,Invitation x and x Friend.,61,Book.
18395,Invitation x and x Friend.,61,How many cards were inside?
18396,Invitation x and x Friend.,61,There weren't any cards inside.
18397,Invitation x and x Friend.,61,Huh? For real?
18398,Invitation x and x Friend.,61,But there was a message from Ging.
18399,Invitation x and x Friend.,61,What did he say?
18400,Invitation x and x Friend.,61,To enjoy the game.
18401,Invitation x and x Friend.,61,Enjoy the game?
18402,Invitation x and x Friend.,61,But this doesn't really feel like a game.
18403,Invitation x and x Friend.,61,Book.
18404,Invitation x and x Friend.,61,What do you think about the rules?
18405,Invitation x and x Friend.,61,I still don't know enough yet.
18406,Invitation x and x Friend.,61,What was that?
18407,Invitation x and x Friend.,61,Nen{\i1
18408,Invitation x and x Friend.,61,This must be your first \Ntime playing this game.
18409,Invitation x and x Friend.,61,I wonder if you're right.
18410,Invitation x and x Friend.,61,"Since you're carrying a book, \Nyou must be a player."
18411,Invitation x and x Friend.,61,"Well, sure."
18412,Invitation x and x Friend.,61,You can't fool me.
18413,Invitation x and x Friend.,61,I know you're new to this game.
18414,Invitation x and x Friend.,61,Steal \N\NReveal all free slots of \None target player. (Can \Nonly be used on a player \Nwho's been encountered \Nwithin the game.) \N\N[LR][NORM]
18415,Invitation x and x Friend.,61,I can use the Steal card.
18416,Invitation x and x Friend.,61,Casting Steal. \NSelect target player.
18417,Invitation x and x Friend.,61,What is he doing?!
18418,Invitation x and x Friend.,61,Zefespa \N\NGrecoloas \N\NKillua \N\NGon
18419,Invitation x and x Friend.,61,"Killua-kun and Gon-kun, huh?"
18420,Invitation x and x Friend.,61,How do you know our names?
18421,Invitation x and x Friend.,61,How indeed?
18422,Invitation x and x Friend.,61,You have zero chance if you don't \Nknow about the spell cards.
18423,Invitation x and x Friend.,61,View Killua's free slots? \NYes      No
18424,Invitation x and x Friend.,61,No cards in Killua's free slots. \NSteal card was consumed.
18425,Invitation x and x Friend.,61,And that confirms it.
18426,Invitation x and x Friend.,61,They're total newbies who just arrived.
18427,Invitation x and x Friend.,61,And they're kids.
18428,Invitation x and x Friend.,61,Adhesion \N\NComplete data of one target \Nplayer's restricted slots will \Nbe available at all times. \N(Effect lasts until player \Nleaves the game.) \N\N[SR][ATK]
18429,Invitation x and x Friend.,61,I don't wanna waste this spell on them.
18430,Invitation x and x Friend.,61,Trace \N\NCurrent location of one \Ntarget player will be \Navailable at all times. \N(Effect lasts until player \Nleaves the game.) \N\N[SR][ATK]
18431,Invitation x and x Friend.,61,Trace should be good enough.
18432,Invitation x and x Friend.,61,Trace on!
18433,Invitation x and x Friend.,61,"Attack, Killua!"
18434,Invitation x and x Friend.,61,You can't run from spells in this game!
18435,Invitation x and x Friend.,61,"Killua, are you okay?"
18436,Invitation x and x Friend.,61,My attack worked!
18437,Invitation x and x Friend.,61,What did you just do to me?
18438,Invitation x and x Friend.,61,This kid's dangerous!
18439,Invitation x and x Friend.,61,Return \N\NWarp to a city \Nof your choice. \N(Must be a city \Nyou have visited.) \N\N[LR][NORM]
18440,Invitation x and x Friend.,61,Return on!
18441,Invitation x and x Friend.,61,Take me to Masadora!
18442,Invitation x and x Friend.,61,"Shizuku, Kortopi..."
18443,Invitation x and x Friend.,61,Do you have a moment?
18444,Invitation x and x Friend.,61,Play the game?
18445,Invitation x and x Friend.,61,"Yes, would you like to join me?"
18446,Invitation x and x Friend.,61,"Once we get home, \Nthere's nothing for us to do."
18447,Invitation x and x Friend.,61,You really want to clear this game?
18448,Invitation x and x Friend.,61,"Actually, clearing it isn't my goal."
18449,Invitation x and x Friend.,61,Then this relates to Troupe business?
18450,Invitation x and x Friend.,61,More or less.
18451,Invitation x and x Friend.,61,Understood.
18452,Invitation x and x Friend.,61,Sure.
18453,Invitation x and x Friend.,61,"Killua, how are you holding up?"
18454,Invitation x and x Friend.,61,Hmm? I don't feel any different.
18455,Invitation x and x Friend.,61,But I'm still worried.
18456,Invitation x and x Friend.,61,He definitely did something to you.
18457,Invitation x and x Friend.,61,No point in worrying about it now.
18458,Invitation x and x Friend.,61,Nen{\i0
18459,Invitation x and x Friend.,61,"No, it's probably some magic \Nthat only works in the game."
18460,Invitation x and x Friend.,61,Magic? What kind?
18461,Invitation x and x Friend.,61,Beats me.
18462,Invitation x and x Friend.,61,"Well, we'll find out eventually."
18463,Invitation x and x Friend.,61,Yeah.
18464,Invitation x and x Friend.,61,"Look, there's a town!"
18465,Invitation x and x Friend.,61,"Welcome to Antokiba, City of Prizes"
18466,Invitation x and x Friend.,61,Are those the prizes?
18467,Invitation x and x Friend.,61,"Wow, all these are prizes?"
18468,Invitation x and x Friend.,61,Looks that way.
18469,Invitation x and x Friend.,61,"Oh, Killua..."
18470,Invitation x and x Friend.,61,Look.
18471,Invitation x and x Friend.,61,"""Antokiba Monthly Tournaments Schedule."""
18472,Invitation x and x Friend.,61,There's a rock-paper-scissors \Ntournament this month.
18473,Invitation x and x Friend.,61,September: Rock-Paper-Scissors \N\NPrize: Sword of Truth
18474,Invitation x and x Friend.,61,The prize is a Sword of Truth.
18475,Invitation x and x Friend.,61,Is that an important item?
18476,Invitation x and x Friend.,61,Probably.
18477,Invitation x and x Friend.,61,Look over there.
18478,Invitation x and x Friend.,61,And over there.
18479,Invitation x and x Friend.,61,Should we participate?
18480,Invitation x and x Friend.,61,Of course.
18481,Invitation x and x Friend.,61,Then let's try to win all kinds of prizes.
18482,Invitation x and x Friend.,61,We should also gather information.
18483,Invitation x and x Friend.,61,Welcome!
18484,Invitation x and x Friend.,61,"If you can finish this within thirty \Nminutes, you don't need to pay!"
18485,Invitation x and x Friend.,61,"In addition, you'll also receive \Na Galgaida as your prize."
18486,Invitation x and x Friend.,61,"Galgaida \N\NOne of the island's \Nthree greatest delicacies. \NDelicious, despite its \Nappearance. The roe is \Nsaid to extend your life. \NGood boiled or grilled."
18487,Invitation x and x Friend.,61,"Okay, begin!"
18488,Invitation x and x Friend.,61,"Hey, chef."
18489,Invitation x and x Friend.,61,Do you know how to use magic?
18490,Invitation x and x Friend.,61,What's that?
18491,Invitation x and x Friend.,61,Who's the most knowledgeable \Nperson in this city?
18492,Invitation x and x Friend.,61,Knowledgeable? What's that?
18493,Invitation x and x Friend.,61,This guy doesn't know anything.
18494,Invitation x and x Friend.,61,He's probably just an in-game character.
18495,Invitation x and x Friend.,61,"Oh, no! You did it!"
18496,Invitation x and x Friend.,61,"Here is your prize, Galgaida."
18497,Invitation x and x Friend.,61,"""1217."
18498,Invitation x and x Friend.,61,"F-185."""
18499,Invitation x and x Friend.,61,What does that mean?
18500,Invitation x and x Friend.,61,Is this your first time seeing a card?
18501,Invitation x and x Friend.,61,"Galgaida \N\NOne of the island's \Nthree greatest delicacies. \NDelicious, despite its \Nappearance. The roe is \Nsaid to extend your life. \NGood boiled or grilled."
18502,Invitation x and x Friend.,61,"The left number is the item's card number, and the sequence on the right \Nranks how difficult it is to obtain."
18503,Invitation x and x Friend.,61,"There are ten ranks, from SS to H."
18504,Invitation x and x Friend.,61,F would be the third easiest.
18505,Invitation x and x Friend.,61,The number next to the rank is the item's \Nmaximum transformation limit.
18506,Invitation x and x Friend.,61,"Oh, which means this item card..."
18507,Invitation x and x Friend.,61,Is nothing but junk.
18508,Invitation x and x Friend.,61,I've never seen him around.
18509,Invitation x and x Friend.,61,That's brutal.
18510,Invitation x and x Friend.,61,He's one of the players who entered with us.
18511,Invitation x and x Friend.,61,"Hey, what happened?"
18512,Invitation x and x Friend.,61,His body suddenly exploded.
18513,Invitation x and x Friend.,61,From the inside.
18514,Invitation x and x Friend.,61,"We've only been inside the \Ngame for a few hours, and someone's already dead."
18515,Invitation x and x Friend.,61,And this corpse has a very real presence.
18516,Invitation x and x Friend.,61,Hard to believe it's a game.
18517,Invitation x and x Friend.,61,We're risking our lives here.
18518,Invitation x and x Friend.,61,He disappeared?
18519,Invitation x and x Friend.,61,He probably went back to the real world.
18520,Invitation x and x Friend.,61,Game over.
18521,Invitation x and x Friend.,61,"Hey, Killua."
18522,Invitation x and x Friend.,61,Was the magic used on you earlier...
18523,Invitation x and x Friend.,61,I don't know.
18524,Invitation x and x Friend.,61,Don't worry.
18525,Invitation x and x Friend.,61,There's no such spell in this game.
18526,Invitation x and x Friend.,61,Spell?
18527,Invitation x and x Friend.,61,"As you just said, it's something like magic."
18528,Invitation x and x Friend.,61,Nen{\i0
18529,Invitation x and x Friend.,61,Nen{\i0
18530,Invitation x and x Friend.,61,Does that mean the players are \Ntrying to kill each other?
18531,Invitation x and x Friend.,61,Why?
18532,Invitation x and x Friend.,61,Player hunting.
18533,Invitation x and x Friend.,61,Player hunting?
18534,Invitation x and x Friend.,61,I can explain later.
18535,Invitation x and x Friend.,61,"Anyway, are you interested in teaming up?"
18536,Invitation x and x Friend.,61,We know of a sure way to clear this game.
18537,Invitation x and x Friend.,61,Huh?
18538,Invitation x and x Friend.,61,"If you're interested, follow me."
18539,Invitation x and x Friend.,61,My allies are waiting ahead.
18540,Invitation x and x Friend.,61,What do we do?
18541,Invitation x and x Friend.,61,Sounds suspicious.
18542,Invitation x and x Friend.,61,And we're already off to a bad start.
18543,Invitation x and x Friend.,61,"As I recall, on your way here, another player \Nused an attack spell on you."
18544,Invitation x and x Friend.,61,Have you been watching us?
18545,Invitation x and x Friend.,61,Yeah.
18546,Invitation x and x Friend.,61,And I wasn't the only one.
18547,Invitation x and x Friend.,61,Lots of people keep an eye \Non the starting point.
18548,Invitation x and x Friend.,61,"If you come, I'll explain why."
18549,Invitation x and x Friend.,61,I can also tell you about the \Nspell that was cast on you.
18550,Invitation x and x Friend.,61,You're being very nice.
18551,Invitation x and x Friend.,61,There must be a catch.
18552,Invitation x and x Friend.,61,We have no choice.
18553,Invitation x and x Friend.,61,"This game is difficult, \Nunpleasant, and frightening."
18554,Invitation x and x Friend.,61,"Once you realize that, you'll be more willing to accept our offer."
18555,Invitation x and x Friend.,61,"Well, it's your first time playing, so you could use the information..."
18556,Invitation x and x Friend.,61,What makes you think it's our first time?
18557,Invitation x and x Friend.,61,We could be returning players.
18558,Invitation x and x Friend.,61,Book.
18559,Invitation x and x Friend.,61,This proves that you're beginners.
18560,Invitation x and x Friend.,61,An experienced player would react \Nby summoning his own binder.
18561,Invitation x and x Friend.,61,Because you need spell cards \Nto defend yourself.
18562,Invitation x and x Friend.,61,Then the spell cast on Killua...
18563,Invitation x and x Friend.,61,Could only be stopped by another card.
18564,Invitation x and x Friend.,61,"Even when you aren't carrying any cards, you should still summon it."
18565,Invitation x and x Friend.,61,It's an important bluff.
18566,Invitation x and x Friend.,61,Book.
18567,Invitation x and x Friend.,61,"Hey, how do we obtain spell cards?"
18568,Invitation x and x Friend.,61,"The easiest method would be to \Ngo to Masadora, City of Magic."
18569,Invitation x and x Friend.,61,Masadora?
18570,Invitation x and x Friend.,61,Return \N\NWarp to a city \Nof your choice. \N(Must be a city \Nyou have visited.) \N\N[LR][NORM]
18571,Invitation x and x Friend.,61,Return on!
18572,Invitation x and x Friend.,61,Take me to Masadora!
18573,Invitation x and x Friend.,61,"Killua, we should go with him."
18574,Invitation x and x Friend.,61,I'm worried about the spell on you.
18575,Invitation x and x Friend.,61,Okay?
18576,Invitation x and x Friend.,61,Sure...
18577,Invitation x and x Friend.,61,Is this everyone?
18578,Invitation x and x Friend.,61,Yeah.
18579,Invitation x and x Friend.,61,Everyone else turned me down.
18580,Invitation x and x Friend.,61,"Let's get started, then."
18581,Invitation x and x Friend.,61,Another player was just killed.
18582,Invitation x and x Friend.,61,He arrived with the rest of you.
18583,Invitation x and x Friend.,61,His stomach exploded.
18584,Invitation x and x Friend.,61,It was the Bomber.
18585,Invitation x and x Friend.,61,The Bomber?
18586,Invitation x and x Friend.,61,The victims aren't killed by spells.
18587,Invitation x and x Friend.,61,No spell in this game is capable \Nof injuring people.
18588,Invitation x and x Friend.,61,Which means that you won't be harmed or killed by any spell that's been cast on you.
18589,Invitation x and x Friend.,61,There are forty different spells.
18590,Invitation x and x Friend.,61,The one cast on you was an inspection spell.
18591,Invitation x and x Friend.,61,Either Trace or Adhesion.
18592,Invitation x and x Friend.,61,Trace \N\NCurrent location of one \Ntarget player will be \Navailable at all times. \N(Effect lasts until player \Nleaves the game.) \N\N[SR][ATK]
18593,Invitation x and x Friend.,61,"In short, once the enemy uses these on you,"
18594,Invitation x and x Friend.,61,Adhesion \N\NComplete data of one target \Nplayer's restricted slots will \Nbe available at all times. \N(Effect lasts until player \Nleaves the game.) \N\N[SR][ATK] he will then know everything about you.
18595,Invitation x and x Friend.,61,I get it.
18596,Invitation x and x Friend.,61,That's why...
18597,Invitation x and x Friend.,61,Some players wait near the starting point in order to cast these spells on new players.
18598,Invitation x and x Friend.,61,"As soon as a player obtains a valuable card, they'll show up and steal it."
18599,Invitation x and x Friend.,61,"In some cases, they kill their target."
18600,Invitation x and x Friend.,61,Like the guy who just died?
18601,Invitation x and x Friend.,61,I won't be that easy to kill.
18602,Invitation x and x Friend.,61,"No, he was killed by something else."
18603,Invitation x and x Friend.,61,There is a violent faction hunting players.
18604,Invitation x and x Friend.,61,This was done by one of them...
18605,Invitation x and x Friend.,61,The Bomber.
18606,Invitation x and x Friend.,61,Bomber...
18607,Invitation x and x Friend.,61,"In this game, there are three \Nways to acquire item cards."
18608,Invitation x and x Friend.,61,Do you know what they are?
18609,Invitation x and x Friend.,61,Find them yourself.
18610,Invitation x and x Friend.,61,Trade with other players.
18611,Invitation x and x Friend.,61,Steal them from other players.
18612,Invitation x and x Friend.,61,"Yes, those are the three ways."
18613,Invitation x and x Friend.,61,"However, the number of players stealing \Nfrom others has recently increased."
18614,Invitation x and x Friend.,61,That's due to the card's difficulty to obtain \Nand the card transformation limit system.
18615,Invitation x and x Friend.,61,Players who can't obtain cards themselves choose to take them from others.
18616,Invitation x and x Friend.,61,"If those players resist, they're killed."
18617,Invitation x and x Friend.,61,"When they die, their ring disappears, \Nand their cards are lost."
18618,Invitation x and x Friend.,61,"However, it increases the transformation \Nlimit of that type of card."
18619,Invitation x and x Friend.,61,"If you kill a player, you can't take his cards."
18620,Invitation x and x Friend.,61,That rule was meant to keep \Nplayers from killing one another.
18621,Invitation x and x Friend.,61,"But now, it's backfiring."
18622,Invitation x and x Friend.,61,It's been over ten years since the game's release.
18623,Invitation x and x Friend.,61,"If no one can find a way to beat it, the killing will only continue."
18624,Invitation x and x Friend.,61,That's why we're trying to end this mess.
18625,Invitation x and x Friend.,61,We're recruiting allies to clear this game.
18626,Invitation x and x Friend.,61,We need your help.
18627,Invitation x and x Friend.,61,How do you plan to obtain cards?
18628,Invitation x and x Friend.,61,1) Find them yourself.
18629,Invitation x and x Friend.,61,2) Trade for them.
18630,Invitation x and x Friend.,61,3) Steal them.
18631,Invitation x and x Friend.,61,Which method will you use?
18632,Invitation x and x Friend.,61,3...
18633,Invitation x and x Friend.,61,"I assume you mean to use all three methods, but 3 will be the primary method."
18634,Invitation x and x Friend.,61,"What, so you'll still use force?"
18635,Invitation x and x Friend.,61,No!
18636,Invitation x and x Friend.,61,We won't use violence to reach our goal.
18637,Invitation x and x Friend.,61,Spells.
18638,Invitation x and x Friend.,61,You'll use spells.
18639,Invitation x and x Friend.,61,Am I right?
18640,Invitation x and x Friend.,61,Correct.
18641,Invitation x and x Friend.,61,"There are certain spells for taking cards, and there are cards that \Ndefend against those spells."
18642,Invitation x and x Friend.,61,We'll focus on monopolizing these cards.
18643,Invitation x and x Friend.,61,We're going to use the very \Ncard transformation limit that's frustrated the players.
18644,Invitation x and x Friend.,61,This is the only way to clear the game.
18645,Invitation x and x Friend.,61,"I have met many players, and they \Nall reached the same conclusion."
18646,Invitation x and x Friend.,61,"Even if you search for cards, \Nthey'll be taken from you eventually."
18647,Invitation x and x Friend.,61,Because this game is based on \Nplayers taking cards from each other.
18648,Invitation x and x Friend.,61,"We will ensure that we can take \Ncards from other players, while mitigating our risk of losing cards."
18649,Invitation x and x Friend.,61,You're leaving out something important.
18650,Invitation x and x Friend.,61,"Upon clearing the game, \Nhow will you split the reward?"
18651,Invitation x and x Friend.,61,"You were hired by Mr. Battera, right?"
18652,Invitation x and x Friend.,61,So you knew who we were when you invited us.
18653,Invitation x and x Friend.,61,Yeah.
18654,Invitation x and x Friend.,61,Mr. Battera also hired us to play this game.
18655,Invitation x and x Friend.,61,That means the reward will be 50 billion.
18656,Invitation x and x Friend.,61,We'll split it among everyone who helps.
18657,Invitation x and x Friend.,61,"Currently, we have fifty-three players."
18658,Invitation x and x Friend.,61,"It'll take two months to collect \Nthe remaining spell cards, and one month to get the cards we need."
18659,Invitation x and x Friend.,61,We can finish in three months.
18660,Invitation x and x Friend.,61,"Of course, if you join us, we'll remove any spells cast on you."
18661,Invitation x and x Friend.,61,I'm in.
18662,Invitation x and x Friend.,61,I don't like the idea of splitting the 50 billion.
18663,Invitation x and x Friend.,61,But I like the three month schedule \Nfor clearing the game.
18664,Invitation x and x Friend.,61,What about you?
18665,Invitation x and x Friend.,61,I have a question.
18666,Invitation x and x Friend.,61,"If I obtain an SS rank card on \Nmy own, what's my cut?"
18667,Invitation x and x Friend.,61,"Naturally, you'd receive 500 million \Nfor a card of that rank."
18668,Invitation x and x Friend.,61,"Okay, I'm in."
18669,Invitation x and x Friend.,61,What about you two?
18670,Invitation x and x Friend.,61,"Killua, sorry."
18671,Invitation x and x Friend.,61,Hmm? What?
18672,Invitation x and x Friend.,61,I'm out.
18673,Invitation x and x Friend.,61,I'm playing this game on my own.
18674,Invitation x and x Friend.,61,You heard the leader.
18675,Invitation x and x Friend.,61,I have to pass.
18676,Invitation x and x Friend.,61,"Hey, Gon! Wait up..."
18677,Invitation x and x Friend.,61,What about you?
18678,Invitation x and x Friend.,61,"We'll need you to first exit the game, so the spells placed on you can be removed."
18679,Invitation x and x Friend.,61,"Once you're back in the game, \Nwait by the starting point."
18680,Invitation x and x Friend.,61,We'll come get you.
18681,Invitation x and x Friend.,61,"If you have any cards in your free slots, give them to me now."
18682,Invitation x and x Friend.,61,Why?
18683,Invitation x and x Friend.,61,"When you leave the game, the cards in your free slots disappear."
18684,Invitation x and x Friend.,61,I believe your data automatically \Nsaves when cards are put in or removed from restricted slots.
18685,Invitation x and x Friend.,61,"Yes, but your data disappears if you don't return within ten days."
18686,Invitation x and x Friend.,61,"If you don't return before then, \Nwe'll assume that you gave up."
18687,Invitation x and x Friend.,61,Got it?
18688,Invitation x and x Friend.,61,"Don't worry, we're being joined by an ally."
18689,Invitation x and x Friend.,61,We don't know if anyone's watching.
18690,Invitation x and x Friend.,61,Let's get started.
18691,Invitation x and x Friend.,61,Leave \N\NSend one \Ntarget player \Noff the island. \N\N[SR][NORM]
18692,Invitation x and x Friend.,61,I'll be using the Leave card.
18693,Invitation x and x Friend.,61,"Hey, Gon..."
18694,Invitation x and x Friend.,61,Will you explain what that was about?
18695,Invitation x and x Friend.,61,"Sorry, Killua."
18696,Invitation x and x Friend.,61,I couldn't take it anymore.
18697,Invitation x and x Friend.,61,I still don't get why you're apologizing.
18698,Invitation x and x Friend.,61,But this means you'll be stuck \Nwith that spell for a while.
18699,Invitation x and x Friend.,61,"Oh, that's why."
18700,Invitation x and x Friend.,61,It's not a big deal.
18701,Invitation x and x Friend.,61,But you're playing this game to help me find my dad...
18702,Invitation x and x Friend.,61,You're wrong.
18703,Invitation x and x Friend.,61,I'm playing this game because...
18704,Invitation x and x Friend.,61,"Anyway, why were you so mad?"
18705,Invitation x and x Friend.,61,"Because they had nothing \Nbut bad things to say about the game Ging made, like how \Nit's based on killing and stealing."
18706,Invitation x and x Friend.,61,"I want to do what Ging said, \Nand enjoy the game."
18707,Invitation x and x Friend.,61,"When I first started,"
18708,Invitation x and x Friend.,61,I knew it wouldn't be easy.
18709,Invitation x and x Friend.,61,That was because I thought all the \Nplayers enjoyed playing the game.
18710,Invitation x and x Friend.,61,People have died.
18711,Invitation x and x Friend.,61,"But it's the player mentality, \Nnot the game, that scares me."
18712,Invitation x and x Friend.,61,They're willing to hurt others to get cards.
18713,Invitation x and x Friend.,61,Really?
18714,Invitation x and x Friend.,61,I think it makes sense.
18715,Invitation x and x Friend.,61,"Killua, you really mean that?"
18716,Invitation x and x Friend.,61,That's why this game is meant for Hunters.
18717,Invitation x and x Friend.,61,But...
18718,Invitation x and x Friend.,61,Killing is wrong.
18719,Invitation x and x Friend.,61,I agree with you on that part.
18720,Invitation x and x Friend.,61,"But what if two players have a fair \Nfight with predetermined rules, and the winner gets to take a card?"
18721,Invitation x and x Friend.,61,Th-That's acceptable.
18722,Invitation x and x Friend.,61,See?
18723,Invitation x and x Friend.,61,"When that guy cast a spell on me and when those guys carry out their plan, they're just following the game's rules."
18724,Invitation x and x Friend.,61,Yeah.
18725,Invitation x and x Friend.,61,Though it does still feel lame.
18726,Invitation x and x Friend.,61,"Well, forget about them."
18727,Invitation x and x Friend.,61,Let's enjoy this game.
18728,Invitation x and x Friend.,61,Killua...
18729,Invitation x and x Friend.,61,Hmm?
18730,Invitation x and x Friend.,61,Thanks.
18731,Invitation x and x Friend.,61,I'm glad you came with me.
18732,Invitation x and x Friend.,61,No...
18733,Invitation x and x Friend.,61,I'm glad I got to know you!
18734,Invitation x and x Friend.,61,"Cut it out, stupid."
18735,Invitation x and x Friend.,61,You're embarrassing me.
18736,Invitation x and x Friend.,61,Why? I really mean it.
18737,Invitation x and x Friend.,61,You've got it backwards.
18738,Invitation x and x Friend.,61,"Gon, I should thank you."
18739,Invitation x and x Friend.,61,I'm the one who's glad that I got to know you...
18740,Invitation x and x Friend.,61,I understand.
18741,Invitation x and x Friend.,61,So that's why.
18742,Invitation x and x Friend.,61,"Such a beautiful thing, the friendship \Nand innocence of two young boys."
18743,Invitation x and x Friend.,61,I feel like messing with them.
18744,Invitation x and x Friend.,61,Gon and Killua have \Nreaffirmed their friendship.
18745,Invitation x and x Friend.,61,But who is the girl watching them?
18746,Invitation x and x Friend.,61,G.I. Tutorial
18747,Invitation x and x Friend.,61,"Coming up, it's the Greed Island Tutorial!"
18748,Invitation x and x Friend.,61,"Today, we introduce the card Return."
18749,Invitation x and x Friend.,61,Return \N\NWarp to a city \Nof your choice. \N(Must be a city \Nyou have visited.) \N\N[LR][NORM]
18750,Invitation x and x Friend.,61,This travel card lets you instantly warp to a city you've visited before.
18751,Invitation x and x Friend.,61,Return on!
18752,Invitation x and x Friend.,61,Mito-san's place.
18753,Invitation x and x Friend.,61,It only works for places inside the game.
18754,Invitation x and x Friend.,61,Huh?
18755,Invitation x and x Friend.,61,Continue!
18756,Invitation x and x Friend.,61,Next time: Reality x And x Raw.
18757,Invitation x and x Friend.,61,"If you polish a raw diamond, you can make it shine!"
18758,Invitation x and x Friend.,61,"Hey, a shooting star!"
18759,Invitation x and x Friend.,61,Shiny.
18760,Reality x And x Raw.,62,"Championship Finals, round 7!"
18761,Reality x And x Raw.,62,Ready...
18762,Reality x And x Raw.,62,Go!
18763,Reality x And x Raw.,62,First comes rock...
18764,Reality x And x Raw.,62,Rock... Paper...
18765,Reality x And x Raw.,62,Scissors!
18766,Reality x And x Raw.,62,Killua wins!
18767,Reality x And x Raw.,62,Yes!
18768,Reality x And x Raw.,62,Congratulations.
18769,Reality x And x Raw.,62,"Here is your prize, the Sword of Truth."
18770,Reality x And x Raw.,62,"Look, Gon..."
18771,Reality x And x Raw.,62,"Sword of Truth \N\NSword that cuts through \Nanything false. Has been \Nused in trials to determine \Ncriminals. Breaks if used \Nto cut something true, \Nbut will regenerate if left \Nin scabbard for a day."
